askQty,askTop,bidQty,bidTop,timestamp
2.7696,1.0563,37138000,37159000,2023-03-05/30/23 00:03:16
2.8057,0.9582,37136000,37159000,2023-03-05/30/23 00:03:17
2.8057,0.9582,37136000,37159000,2023-03-05/30/23 00:03:18
2.8057,0.9582,37136000,37159000,2023-03-05/30/23 00:03:19
2.8056,0.8936000000000001,37136000,37159000,2023-03-05/30/23 00:03:20
2.8056,0.8936000000000001,37136000,37159000,2023-03-05/30/23 00:03:21
2.8056,0.8936000000000001,37136000,37159000,2023-03-05/30/23 00:03:22
2.3175,0.37110000000000004,37136000,37159000,2023-03-05/30/23 00:03:23
2.8056,0.37110000000000004,37136000,37159000,2023-03-05/30/23 00:03:24
2.8056,0.37110000000000004,37136000,37159000,2023-03-05/30/23 00:03:25
2.8246,0.8942000000000001,37136000,37159000,2023-03-05/30/23 00:03:26
2.8246,0.8942000000000001,37136000,37159000,2023-03-05/30/23 00:03:27
2.8246,0.8942000000000001,37136000,37159000,2023-03-05/30/23 00:03:28
2.9991999999999996,0.8942000000000001,37140000,37159000,2023-03-05/30/23 00:03:29
2.9991999999999996,0.8942000000000001,37140000,37159000,2023-03-05/30/23 00:03:30
2.7424999999999997,0.8942000000000001,37140000,37159000,2023-03-05/30/23 00:03:31
2.7424999999999997,0.8942000000000001,37140000,37159000,2023-03-05/30/23 00:03:32
2.7424999999999997,0.9608000000000001,37140000,37159000,2023-03-05/30/23 00:03:33
2.7424999999999997,0.9608000000000001,37140000,37159000,2023-03-05/30/23 00:03:34
2.8919999999999995,0.9607000000000001,37141000,37159000,2023-03-05/30/23 00:03:35
2.8919999999999995,0.9607000000000001,37141000,37159000,2023-03-05/30/23 00:03:36
3.3754999999999993,0.9607000000000001,37141000,37159000,2023-03-05/30/23 00:03:37
3.3754999999999993,0.9607000000000001,37141000,37159000,2023-03-05/30/23 00:03:38
3.3754999999999993,0.9607000000000001,37141000,37159000,2023-03-05/30/23 00:03:39
1.2245999999999997,0.9607000000000001,37141000,37159000,2023-03-05/30/23 00:03:40
1.2245999999999997,0.9607000000000001,37141000,37159000,2023-03-05/30/23 00:03:41
1.2245999999999997,0.9607000000000001,37141000,37159000,2023-03-05/30/23 00:03:42
1.2245999999999997,0.9607000000000001,37141000,37159000,2023-03-05/30/23 00:03:43
1.2245999999999997,0.9607000000000001,37141000,37159000,2023-03-05/30/23 00:03:44
2.2710999999999997,0.9607000000000001,37143000,37159000,2023-03-05/30/23 00:03:45
3.2881999999999993,0.9607000000000001,37145000,37159000,2023-03-05/30/23 00:03:46
2.7788999999999993,0.9607000000000001,37145000,37159000,2023-03-05/30/23 00:03:47
2.7788999999999993,0.9607000000000001,37145000,37159000,2023-03-05/30/23 00:03:48
2.7788999999999993,1.0483,37145000,37159000,2023-03-05/30/23 00:03:49
3.2881999999999993,1.0994000000000002,37145000,37159000,2023-03-05/30/23 00:03:50
2.715,1.041,37145000,37161000,2023-03-05/30/23 00:03:51
2.7441,1.4716999999999998,37145000,37161000,2023-03-05/30/23 00:03:52
2.7441,1.4716999999999998,37145000,37161000,2023-03-05/30/23 00:03:53
